Cartographie interactive du SDES; ; 
242200715;Communauté de communes du Kreiz-Breizh (CCKB);2533.62
242300135;Communauté de communes du Pays Sostranien;64.48
242320000;Communauté de communes de Bénévent Grand Bourg;573.9
242320109;Communauté de communes du Pays Dunois;835.43
242400752;Communauté de communes Périgord-Limousin;51367.4
242400935;Communauté de communes du Pays de Saint-Aulaye;24372.4
242401024;Communauté de communes Isle-Loue-Auvézère en Périgord;54606
242500320;Communauté de communes de Montbenoît;512.81
242500338;Communauté de communes du Grand Pontarlier;2349
242500361;Communauté urbaine Grand Besançon Métropole;3825.14
242504116;Communauté de communes du Val de Morteau;92.4
242504181;Communauté de communes des Portes du Haut-Doubs;3635.41
242504355;Communauté de communes du Plateau de Russey;1823.96
242504371;Communauté de communes du Pays de Sancey-Belleherbe;709.82
242504447;Communauté de communes du Doubs Baumois;3115
242504488;Communauté de communes Altitude 800;95.3
242504496;Communauté de communes du Plateau de 99asne et du Val du Drugeon (CFD);4469.53
242600252;Communauté de communes du Val de Drôme en Biovallée;20450.63
242600492;Communauté de communes Dieulefit-Bourdeaux;8091.27
242600534;Communauté de communes du Diois;56805.2
242700276;Communauté de communes du Pays de Conches;20.4
242700607;Communauté de communes du Pays du Neubourg;257.03
242852465;Communauté de communes du Bonnevalais;5255.64
242900074;Communauté de communes du Pays d'Iroise;1039.15
242900314;Brest Métropole;419.19
242900553;Communauté de communes du Pays des Abers;1149.44
242900561;Communauté de communes de Haute Cornouaille;2048
242900629;Communauté de communes Cap Sizun - Pointe du Raz;1909.21
242900645;Communauté de communes Douarnenez Communauté;384.11
242900660;Communauté de communes du Pays Fouesnantais;369.14
242900694;Communauté d'agglomération Quimperlé Communauté;664.22
242900702;Communauté de communes du Pays Bigouden Sud;1777.45
242900710;Communauté de communes du Haut Pays Bigouden;510.62
242900744;Communauté de communes Poher communauté;2760.53
242900751;Communauté de communes du Pays de Landivisiau;10460.58
242900769;Communauté d'agglomération Concarneau Cornouaille Agglomération;388.27
242900793;Communauté de communes Communauté Lesneven Côte des Légendes;265.87
242900801;Communauté d'agglomération du Pays de Landerneau-Daoulas;11401.87
242900835;Communauté d'agglomération Morlaix Communauté;22378.2
243000270;Communauté de communes du Pays Viganais;35305.24
243000296;Communauté de communes du Pays de Sommières;72.48
243000569;Communauté de communes Rhony, Vistre, Vidourle;989.15
243000585;Communauté de communes Beaucaire Terre d'Argence;5899.7
243000593;Communauté de communes de Petite Camargue;14448.01
243000643;Communauté d'agglomération de Nîmes Métropole;43543.45
243000650;Communauté de communes Terre de Camargue;20509.06
243000684;Communauté de communes du Pont du Gard;8978.86
243100518;Toulouse Métropole;1149.09
243100567;Communauté de communes Aux sources du Canal du Midi;10658.38
243100633;Communauté d'agglomération du Sicoval;311.98
243100732;Communauté de communes des Coteaux du Girou;0
243100773;Communauté de communes Val'Aïgo;190.52
243100781;Communauté de communes Le Grand Ouest Toulousain;56.21
243100815;Communauté de communes des Coteaux Bellevue;0
243200391;Communauté de communes de la Lomagne Gersoise;9.65
243200409;Communauté de communes du Bas Armagnac;2538.81
243200417;Communauté de communes de la Tenarèze;4.81
243200425;Communauté de communes Cœur d'Astarac en Gascogne;1665.63
243200458;Communauté de communes du Grand Armagnac;4733.22
243200508;Communauté de communes Bastides et Vallons du Gers;384.37
243200599;Communauté de communes du Saves;0
243200607;Communauté de communes Artagnan de Fezensac;366.01
243300316;Bordeaux Métropole;10870.92
243300563;Communauté d'agglomération Bassin d'Arcachon Sud (COBAS);17482.35
243300811;Communauté de communes de l'Estuaire;12325.95
243301165;Communauté de communes Jalle-Eau-Bourde;196.23
243301181;Communauté de communes Latitude Nord Gironde;18688.08
243301215;Communauté de communes du Créonnais;5522.45
243301223;Communauté de communes du Grand Cubzaguais;15422.64
243301249;Communauté de communes Les Rives de la Laurence;6417.9
243301264;Communauté de communes de Montesquieu;2817.32
243301355;Communauté de communes Les Coteaux Bordelais;3703.73
243301371;Communauté de communes du Pays Foyen;20726.56
243301389;Communauté de communes Médullienne;2959.59
243301397;Communauté de communes du 99onsadais;13337.41
243301405;Communauté de communes du Val de l'Eyre;54630.28
243301439;Communauté de communes des Portes de l'Entre-Deux-Mers;597.04
243301447;Communauté de communes Médoc Estuaire;2579.21
243301454;Communauté de communes Castillon/Pujols;22866.85
243301504;Communauté d'agglomération du Bassin d'Arcachon Nord;45675.63
243400017;Montpellier Méditerranée Métropole;7849.19
243400355;Communauté de communes du Clermontais;10918.24
243400470;Communauté d'agglomération du Pays de l'Or;6493
243400488;Communauté de communes La Domitienne;4996.28
243400520;Communauté d'agglomération Lunel Agglo;3039.82
243400694;Communauté de communes Vallée de l'Hérault;20310.4
243400736;Communauté de communes des Cévennes Gangeoises et Suménoises;17158.92
243400769;Communauté d'agglomération de Béziers-Méditerranée;1826.08
243400819;Communauté d'agglomération Hérault-Méditerranée;7274.68
243500139;Rennes Métropole;69.07
243500550;Communauté de communes Montfort Communauté;0
243500618;Communauté de communes Brocéliande Communauté;585.66
243500634;Communauté de communes Roche aux Fées Communauté;0
243500659;Communauté de communes Pays de Châteaugiron Communauté;8.74
243500667;Communauté de communes Val d'Ille-Aubigné;132.27
243500725;Communauté de communes Côte d'Émeraude;631.67
243500733;Communauté de communes Bretagne Romantique;111.01
243500741;Communauté d'agglomération Redon Agglomération;8831.91
243500774;Communauté de communes Lif99é-Cormier Communauté;1659.72
243500782;Communauté d'agglomération du Pays de Saint Malo Agglomération;3187.89
243600202;Communauté de communes Chabris - Pays de Bazelle;10727.18
243600236;Communauté de communes du Pays d'Issoudun;127.27
243600293;Communauté de communes Levroux Boischaut Champagne;0
243600301;Communauté de communes Val de l'Indre - Brenne;19453.64
243600319;Communauté de communes Brenne - Val de Creuse;84103.38
243600327;Communauté d'agglomération Châteauroux Métropole;3686.71
243600343;Communauté de communes Cœur de Brenne;47720.93
243600350;Communauté de communes de la Châtre et Sainte-Sévère;0
243700499;Communauté de communes du Castelrenaudais;0
243700754;Tours Métropole Val de Loire;3250.22
243700820;Communauté de communes Autour de Chenonceaux Bléré-Val de Cher;5831.79
243800604;Communauté d'agglomération Porte de l'Isère (CAPI);769.6
243800745;Communauté de communes de l'Oisans;48372.29
243800935;Communauté de communes Lyon Saint Exupéry en Dauphiné;255.18
243800984;Communauté d'agglomération du Pays Voironnais;9955.65
243801024;Communauté de communes du Massif du Vercors;25526.86
243801073;Communauté de communes de Bièvre Est;793.02
243801255;Communauté de communes Collines Isère Nord Communauté;1.15
243900354;Communauté de communes de la Station des Rousses-Haut Jura;9889.11
243900420;Communauté de communes du Val d'Amour;9746.03
243900479;Communauté de communes Haut-Jura Arcade Communauté;14802.11
243900560;Communauté de communes Jura Nord;8196.63
243900610;Communauté de communes La Grandvallière;16987.25
243901089;Communauté de communes de la Plaine Jurassienne;3877.78
244000543;Communauté de communes de Mimizan;2456.45
244000659;Communauté de communes du Seignanx;5147.48
244000675;Communauté d'agglomération du Grand Dax;6287.07
244000691;Communauté de communes du Pays Morcenais;2618.61
244000766;Communauté de communes du Pays Tarusate;2387.47
244000774;Communauté de communes du Pays de Villeneuve en Armagnac Landais;1443.69
244000808;Mont de Marsan Agglomération;2054.83
244000824;Communauté de communes du Pays Grenadois;444.16
244000857;Communauté de communes Côte Landes Nature;3168.93
244000865;Communauté de communes Maremne Adour Côte Sud;7737.1
244000873;Communauté de communes des Grands Lacs;9167.05
244000881;Communauté de communes Coteaux et Vallées des Luys;0
244100293;Communauté de communes des Collines du Perche;8.25
244100780;Communauté de communes de la Sologne des Étangs;57850.24
244100798;Communauté de communes du Grand Chambord;30236
244100806;Communauté de communes de la Sologne des Rivières;48456.12
244200614;Communauté de communes des Vals d'Aix et Isable;2909.9
244200622;Communauté de communes des Monts du Pilat;30688.11
244200630;Communauté de communes du Pays entre Loire et Rhône;3748.72
244200770;Saint-Etienne Métropole;18662.72
244200820;Communauté de communes du Pays d'Urfé;1493.83
244200895;Communauté de communes du Pilat Rhodanien;14460.89
244300307;Communauté de communes Haut Pays du Velay Communauté;20.06
244301016;Communauté de communes des Sucs;10995.22
244301099;Communauté de communes Auzon Communauté;5836.3
244301107;Communauté de communes du Haut-Lignon;453.4
244301123;Communauté de communes des Pays de Cayres et de Pradelles;13995.4
244301131;Communauté de communes Loire et Semène;1080.49
244400404;Nantes Métropole;7087.15
244400438;Communauté de communes Grand Lieu Communauté;5398.02
244400453;Communauté de communes Pays de Blain Communauté;4469.09
244400503;Communauté de communes d'Erdre et Gesvres;2507.09
244400537;Communauté de communes de Nozay;3.15
244400552;Communauté de communes du Pays d'Ancenis;5146.96
244400586;Communauté de communes du Sud Estuaire;5518.1
244400610;Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique);24668.71
244400644;Communauté d'agglomération de la Région Nazairienne et de l'Estuaire (CARENE);24283.1
244500203;Communauté d'agglomération Montargoise et Rives du Loing (AME);0
244500211;Communauté de communes Giennoises;3099.42
244500419;Communauté de communes des Quatre Vallées;104.58
244500427;Communauté de communes des Loges;21511.38
244500468;Orléans Métropole;3014.87
244500484;Communauté de communes de la Forêt;1592.55
244500542;Communauté de communes de la Plaine du Nord Loiret;0.01
244600433;Communauté de communes de la Vallée du Lot et du Vignoble;34.23
244600482;Communauté de communes Quercy - Bouriane;27769.63
244600532;Communauté de communes du Pays de Lalbenque-Limogne;43061.7
244600573;Communauté de communes du Causse de Labastide-Murat;33646.84
244700449;Communauté de communes du Pays de Duras;1781.98
244700464;Communauté de communes du Pays de Lauzun;37.73
244701355;Communauté de communes des Coteaux et Landes de Gascogne;672.26
244701405;Communauté de communes Lot et Tolzac;69.94
244800405;Communauté de communes Cœur de Lozère;5753.11
244800470;Communauté de communes du Gévaudan;17506.9
244900015;Communauté urbaine Angers Loire Métropole;16774.14
244900809;Communauté de communes Anjou Bleu Communauté;0.1
244900882;Communauté de communes Baugeois Vallée;19809.7
245100615;Communauté de communes de la Grande Vallée de la Marne;18252.91
245100888;Communauté de communes de la Brie Champenoise;0
245100979;Communauté de communes du Sud Marnais;983.26
245200597;Communauté de communes des Trois Forêts;12471.71
245300223;Communauté de communes du Pays de Meslay-Grez;85.63
245300355;Communauté de communes de l'Ernée;0
245300389;Communauté de communes du Bocage Mayennais;3853
245300447;Communauté de communes du Pays de Château-Gontier;129.27
245400171;Communauté de communes Moselle et Madon;694.66
245400189;Communauté de communes des Pays du Sel et du Vermois;216.33
245400262;Grand Longwy Agglomération;0
245400510;Communauté de communes du Pays de Colombey et du Sud Toulois;79.25
245400601;Communauté de communes du Bassin de Pompey;2593.38
245400676;Métropole du Grand Nancy;287.91
245400759;Communauté de communes du Pays du Sanon;677.43
245500327;Communauté de communes du Sammiellois;11373.94
245501176;Communauté de communes du Territoire de 99esnes-en-Woëvre;11300.68
245501184;Communauté de communes du Pays de Revigny-sur-Ornain;4024.3
245501242;Communauté de communes du Pays d'Étain;1052.35
245501259;Communauté de communes du Pays de Montmédy;291.75
245600440;Blavet Bellevue Océan Communauté;1690.72
245600465;Communauté de communes de Belle-Île-en-Mer;4097.91
245614383;Communauté de communes Questembert Communauté;2484.11
245614417;Communauté de communes Roi Morvan Communauté;3065.3
245614433;Communauté de communes Pontivy Communauté;408.9
245700133;Communauté de communes du District Urbain de Faulquemont;614.8
245700372;Communauté d'agglomération de Forbach Porte de 99ance;1.28
245700398;Communauté de communes de 99eyming-Merlebach;0
245700695;Communauté de communes de Cattenom et Environs;75.68
245700950;Communauté de communes du Pays de Phalsbourg;377.63
245701164;Communauté de communes du Warndt;1.82
245701206;Communauté de communes du Saulnois;37155.14
245701222;Communauté d'agglomération du Val de Fensch;78.77
245701271;Communauté de communes du Pays Orne Moselle;8.97
245701354;Communauté de communes de l'Arc Mosellan;84.43
245701362;Communauté d'agglomération Portes de 99ance-Thionville;11.74
245701404;Communauté de communes du Pays Haut Val d'Alzette;25.14
245801063;Communauté de communes Loire et Allier;3296.11
245804406;Communauté d'agglomération de Nevers;3464.76
245804497;Communauté de communes du Nivernais Bourbonnais;4021.72
245900428;Communauté urbaine de Dunkerque;1302.26
245900758;Communauté de communes Flandre Lys;8.62
245901038;Communauté de communes du Pays Solesmois;17.25
245901152;Communauté de communes Cœur d'Ostrevent;7125.84
245901160;Communauté d'agglomération Valenciennes Métropole;10843.05
246000129;Communauté de communes du Liancourtois;244.95
246000376;Communauté de communes du Clermontois;29.73
246000566;Communauté de communes du Plateau Picard;23.82
246000582;Communauté de communes des Sablons;299.31
246000707;Communauté de communes du Vexin-Thelle;70.16
246000749;Communauté de communes des Lisières de l'Oise;5983.79
246000756;Communauté de communes du Pays Noyonnais;3769.16
246000764;Communauté de communes de l'Aire Cantilienne;14994.71
246000772;Communauté de communes des Deux Vallées;3640.2
246000848;Communauté de communes de la Picardie Verte;597.92
246000855;Communauté de communes du Pays des Sources;70.25
246000871;Communauté de communes du Pays de Valois;7789.41
246000897;Communauté de communes de la Plaine d'Estrées;10.61
246000913;Communauté de communes du Pays de Bray;488.22
246000921;Communauté de communes des Pays d'Oise et d'Halatte;7581.39
246100390;Communauté de communes du Val d'Orne;1456.02
246100663;Communauté urbaine d'Alençon;33042.47
246200299;Communauté d'agglomération d'Hénin-Carvin;4.48
246200364;Communauté d'agglomération de Lens - Liévin;60.83
246200380;Communauté de communes de la Terre des Deux Caps;18541.22
246200729;Communauté d'agglomération du Boulonnais;17181.87
246200844;Communauté de communes de la Région d'Audruicq;2630.74
246201016;Communauté de communes du Pays de Lumbres;27207.24
246300701;Clermont Auvergne Métropole;11299.27
246300966;Communauté de communes du Massif du Sancy;60982.71
246301097;Communauté de communes Entre Dore et Allier;6095.05
246400337;Communauté de communes de la Vallée d'Ossau;52994.47
246401756;Communauté de communes Pays de Nay;9786.95
246500482;Communauté de communes de la Haute-Bigorre;12479.4
246500573;Communauté de communes Aure Louron;37331.11
246600282;Communauté de communes Sud-Roussillon;88.08
246600373;Communauté de communes du Vallespir;371.73
246600399;Communauté de communes Pyrénées Cerdagne;44223.5
246600415;Communauté de communes Roussillon-Conflent;552.05
246600423;Communauté de communes Agly Fenouillèdes;8121.32
246600449;Communauté de communes des Aspres;227.31
246600464;Communauté de communes Pyrénées catalanes;35643.01
246600548;Communauté de communes du Haut Vallespir;9074.88
246700306;Communauté de communes de la Vallée de la Bruche;4743.21
246700488;Eurométropole de Strasbourg;4189.51
246700744;Communauté de communes des Portes de Rosheim;72.19
246700777;Communauté de communes de la Vallée de Villé;1529.53
246700843;Communauté de communes de la Basse-Zorn;166.76
246700926;Communauté de communes du Pays de Wissembourg;7105.28
246700959;Communauté de communes du Pays de la Zorn;15.48
246700967;Communauté de communes de Sélestat;5026
246701064;Communauté de communes de la Région de Molsheim-Mutzig;1437.56
246701080;Communauté de communes du Pays de Sainte-Odile;538.16
246701098;Communauté de communes du Pays de Niederbronn-les-Bains;14433.81
246800205;Communauté de communes de la Vallée de Saint-Amarin;16728.06
246800395;Communauté de communes du Val d'Argent;10321.55
246800445;Communauté de communes du Centre du Haut-Rhin;1522.9
246800494;Communauté de communes du Pays de Rouffach, Vignobles et Châteaux;7005.39
246800551;Communauté de communes de la Vallée de Kaysersberg;18033.42
246800569;Communauté de communes de la Région de Guebwiller;16304.57
246800577;Communauté de communes du Pays de Ribeauvillé;14475.9
246800585;Communauté de communes de la Vallée de Munster;11098.99
246800676;Communauté de communes de la Vallée de la Doller et du Soultzbach;11351.2
246800726;Communauté d'agglomération Colmar Agglomération;6417.02
246900575;Communauté de communes de l'Est Lyonnais (CCEL);52.37
246900625;Communauté de communes du Pays de l'Arbresle (CCPA);948.46
246900724;Communauté de communes des Vallons du Lyonnais (CCVL);8.99
246900740;Communauté de communes du Pays Mornantais (COPAMO);2501.57
246900757;Communauté de communes de la Vallée du Garon (CCVG);161.34
246900765;Communauté de communes du Pays de l'Ozon;43.45
247000011;Communauté d'agglomération de Vesoul;1293.07
247000367;Communauté de communes des Combes;2989.34
247000623;Communauté de communes des Quatre Rivières;4591.79
247000664;Communauté de communes du Pays de Lure;2347.99
247000698;Communauté de communes des Monts de Gy;369.34
247000706;Communauté de communes du Pays Riolais;180.33
247000714;Communauté de communes du Pays de Villersexel;182.54
247000722;Communauté de communes du Pays d'Héricourt;315.28
247000755;Communauté de communes du Pays de Luxeuil;9954.29
247000821;Communauté de communes Rahin et Chérimont;14352.48
247000854;Communauté de communes des 1000 étangs;29214.81
247100290;Communauté urbaine Le Creusot Montceau-les-Mines;164.75
247100589;Communauté d'agglomération Le Grand Chalon;3058.15
247100639;Communauté de communes de Marcigny;3651.97
247100647;Communauté de communes Bresse Nord Intercom';3191.65
247103765;Communauté de communes Entre Saône et Grosne;7955.01
247103864;Communauté de communes de Semur-en-Brionnais;3673.44
247104094;Communauté de communes Sud Côte Chalonnaise;1599.82
247200090;Communauté de communes du Pays Sabolien;2.55
247200132;Communauté urbaine Le Mans Métropole;54.12
247200348;Communauté de communes du Pays Fléchois;1577.77
247200421;Communauté de communes du Sud Est Manceau;2113.99
247200447;Communauté de communes Orée de Bercé - Belinois;294.86
247200629;Communauté de communes du Val de Sarthe;0
247200686;Communauté de communes du Pays de l'Huisne Sarthoise;25.86
247300015;Communauté de communes des Vallées d'Aigueblanche;4768.84
247300254;Communauté de communes de Haute-Tarentaise;14896.55
247300262;Communauté de communes de Yenne;1703.55
247300361;Communauté de communes du Canton de La Chambre;741.72
247300452;Communauté de communes Maurienne Galibier;3821.7
247300528;Communauté de communes Val Guiers;564.23
247300668;Communauté de communes du Lac d'Aiguebelette (CCLA);3002.12
247300676;Communauté de communes Porte de Maurienne;5021.21
247300817;Communauté de communes Les Versants d'Aime;7983.38
247400047;Communauté de communes de la Vallée Verte;432.32
247400112;Communauté de communes du Pays de Cruseilles;1485.62
247400567;Communauté de communes Fier et Usses;652.73
247400583;Communauté de communes Arve et Salève;1583.07
247400617;Communauté de communes des Vallées de Thônes;8127.88
247400666;Communauté de communes des Quatre Rivières;303.73
247400682;Communauté de communes du Haut-Chablais;30889
247400690;Communauté de communes du Genevois;2378.09
247400724;Communauté de communes du Pays Rochois;205.79
247400740;Communauté de communes Rumilly Terre de Savoie;97.53
247400773;Communauté de communes des Sources du Lac d'Annecy;11751.65
247600505;Communauté de communes Campagne-de-Caux;0
247600588;Communauté de communes des Villes Sœurs;1092.92
247600604;Communauté de communes de Londinières;350.37
247600620;Communauté de communes Yvetot Normandie;4981.76
247600646;Communauté de communes Caux - Austreberthe;5.3
247600729;Communauté de communes Falaises du Talou;1306.78
247600786;Communauté d'agglomération de la Région Dieppoise;586.79
247700032;Communauté de communes Moret Seine et Loing;20501.24
247700057;Communauté d'agglomération Melun Val de Seine;6090.13
247700065;Communauté de communes du Pays de l'Ourcq;1331.88
247700107;Communauté de communes Pays de Montereau;9778.57
247700339;Communauté d'agglomération Val d'Europe Agglomération;0
247700594;Communauté d'agglomération Marne et Gondoire;682.73
247700644;Communauté de communes l'Orée de la Brie;0
247700701;Communauté de communes Brie Nangissienne;2178.89
247800550;Communauté de communes du Pays Houdanais (CCPH);208.41
247800584;Communauté d'agglomération Versailles Grand Parc (CAVGP);488.95
247800618;Communauté de communes Cœur d'Yvelines;10468.54
247900798;Communauté de communes du Thouarsais;7624.37
248000499;Communauté de communes du Val de Somme;1478.83
248000531;Communauté d'agglomération Amiens Métropole;1577.25
248000747;Communauté de communes du Pays du Coquelicot;1487.49
248100158;Communauté de communes du Sor et de l'Agout;8208.08
248100430;Communauté d'agglomération de Castres Mazamet;19853.28
248100497;Communauté de communes Val 81;1.74
248100737;Communauté d'agglomération de l'Albigeois (C2A);0
248100745;Communauté de communes Thoré Montagne Noire;14458.99
248200016;Communauté de communes des Deux Rives;1615.02
248200057;Communauté de communes du Quercy Caussadais;473.04
248200065;Communauté de communes de la Lomagne Tarn-et-Garonnaise;0
248200099;Communauté d'agglomération Grand Montauban;342.6
248200107;Communauté de communes du Quercy Rouergue et des Gorges de l'Aveyron;5269.33
248300394;Communauté d'agglomération Sud Sainte Baume;27373.9
248300410;Communauté de communes de la Vallée du Gapeau;3825.88
248300493;Communauté d'agglomération Dracénie Provence Verdon Agglomération;35906.56
248300543;Métropole Toulon-Provence-Méditerranée;15788.19
248300550;Communauté de communes Cœur du Var;12613.37
248400053;Communauté d'agglomération Ventoux-Comtat-Venaissin (COVE);36011.38
248400160;Communauté de communes Aygues-Ouvèze en Provence (CCAOP);2477.16
248400236;Communauté de communes Pays d'Orange en Provence;1651.23
248400251;Communauté d'agglomération du Grand Avignon (COGA);5423.4
248400285;Communauté de communes Territoriale Sud-Luberon;36286.96
248400293;Communauté d'agglomération des Sorgues du Comtat;2113.47
248400319;Communauté de communes du Pays des Sorgues et des Monts de Vaucluse;1276.55
248400335;Communauté de communes Vaison Ventoux;7864.34
248500191;Communauté de communes de l'Île de Noirmoutier;2156.66
248500258;Communauté de communes Océan Marais de Monts;13442.7
248500340;Communauté de communes Pays de Chantonnay;0
248500415;Communauté de communes du Pays de la Châtaigneraie;0
248500464;Communauté de communes du Pays de Pouzauges;0
248500530;Communauté de communes du Pays des Achards;0
248500563;Communauté de communes Vendée, Sèvre, Autise;23101.8
248500589;Communauté d'agglomération La Roche-sur-Yon Agglomération;4.35
248500621;Communauté de communes du Pays des Herbiers;0
248500662;Communauté de communes du Pays de Mortagne;0
248600413;Communauté d'agglomération Grand Châtellerault;4579.26
248600447;Communauté de communes du Pays Loudunais;16794.02
248700189;Communauté de communes du Pays de Saint-Yrieix;32838.04
248719262;Communauté de communes Gartempe - Saint-Pardoux;583.36
248719288;Communauté de communes du Val de Vienne;60.48
248719312;Communauté urbaine Limoges Métropole;46.38
248719338;Communauté de communes Briance-Combade;8242.65
248719353;Communauté de communes des Portes de Vassivière;37173.5
248719361;Communauté de communes de Noblat;765.97
248900334;Communauté d'agglomération du Grand Sénonais;94.79
248900383;Communauté de communes de l'Agglomération Migennoise;0
248900524;Communauté de communes de l'Aillantais en Bourgogne;92.34
248900664;Communauté de communes de la Vanne et du Pays d'Othe;323.64
248900748;Communauté de communes du Gâtinais en Bourgogne;457.64
248900896;Communauté de communes Yonne Nord;30.54
248900938;Communauté de communes du Jovinien;1082.73
249000241;Communauté de communes du Sud Territoire;3239.25
249100074;Communauté de communes du Pays de Limours (CCPL);5815.6
249100157;Communauté de communes des Deux Vallées;18875.32
249100546;Communauté de communes du Val d'Essonne (CCVE);15396.22
249100553;Communauté de communes Entre Juine et Renarde (CCEJR);7244.05
249100595;Communauté de communes Le Dourdannais en Hurepoix (CCDH);2.21
249500109;Communauté d'agglomération de Cergy-Pontoise;11.69
249500430;Communauté de communes Sausseron Impressionnistes;12014.39
249500455;Communauté de communes de la Vallée de l'Oise et des Trois Forêts;967.98
249500489;Communauté de communes du Haut Val d'Oise;967.66
249500513;Communauté de communes du Vexin-Val de Seine;20144.67
249710047;Communauté de communes de Marie-Galante;657.29
249710062;Communauté d'agglomération du Nord Basse-Terre;46965.06
249710070;Communauté d'agglomération Grand Sud Caraïbe;24654.59
249720053;Communauté d'agglomération de l'Espace Sud de la Martinique;41197.41
249720061;Communauté d'agglomération du Centre de la Martinique;17591.26
249730037;Communauté de communes de l'Ouest Guyanais;2423114.4
249730045;Communauté d'agglomération du Centre Littoral;377117.03
249730052;Communauté de communes de l'Est Guyanais;1351233.3
249740077;Communauté d'agglomération CIVIS (Communauté Intercommunale des Villes Solidaires);19428.53
249740085;Communauté d'agglomération du Sud;26759.04
249740093;Communauté d'agglomération Intercommunale de la Réunion Est (CIREST);63351.47
249740101;Communauté d'agglomération Territoire de la Côte Ouest (TCO);31748.19
249740119;Communauté d'agglomération Intercommunale du Nord de la Réunion (CINOR);18443.97